mmsi,timestamp,latitude,longitude,speed,course,vessel_type,heading,nav_status,name,flag
419000111,2024-01-16T19:54:22,16.79365,84.28401,10.2,108.3,tanker,104.4,underway,DELTA TIDE 11,LK
419000114,2024-01-16T19:54:44,14.15034,84.36526,12.5,133.9,cargo,135.7,underway,CORAL TRADER 14,MM
419000126,2024-01-16T19:54:45,20.05366,95.55613,9.5,292.3,tanker,285.4,underway,OCEAN CARRIER 26,BD
419000129,2024-01-16T19:54:46,12.64445,85.70173,12.3,104.5,cargo,103.0,underway,CORAL TRADER 29,SG
419000041,2024-01-16T19:54:57,16.2903,89.89812,10.7,161.3,tanker,159.3,underway,GULF WAVE,MY
419000118,2024-01-16T19:55:17,16.92745,87.27853,16.0,88.6,passenger,90.7,underway,FERRY QUEEN 18,IN
419000122,2024-01-16T19:55:30,17.19394,97.3212,6.2,264.9,fishing,261.8,underway,ANANDA 22,LK
419000127,2024-01-16T19:55:32,6.79339,81.66202,6.0,313.4,fishing,315.5,underway,DEEPA 27,SG
419000121,2024-01-16T19:56:03,17.89106,84.29657,13.2,58.3,cargo,54.8,underway,EASTERN STAR 21,LK
419000048,2024-01-16T19:56:06,6.39801,82.60533,6.1,134.0,fishing,135.5,underway,SAGARA,IN
419000043,2024-01-16T19:56:10,15.35128,97.34472,12.0,173.3,cargo,174.4,underway,SEAWIND,PH
419000116,2024-01-16T19:56:13,19.09691,95.95795,6.1,187.3,fishing,184.0,underway,NILUFAR 16,MM
419000125,2024-01-16T19:56:17,12.61812,82.22719,10.7,147.6,tanker,144.3,underway,DELTA TIDE 25,LK
419000120,2024-01-16T19:57:03,11.28674,96.52134,11.9,223.4,cargo,221.9,underway,MONSOON 20,PH
4190000412,2024-01-16T19:57:20,16.44606,90.32624,16.2,91.9,passenger,90.0,underway,FERRY QUEEN,IN
419000036,2024-01-16T19:57:45,10.25339,84.52463,4.0,116.2,tanker,118.5,underway,DELTA TIDE,IN
419000119,2024-01-16T19:58:06,19.83369,89.89986,6.2,221.9,fishing,220.7,underway,NILUFAR 19,PH
4190000411,2024-01-16T19:59:43,9.63955,97.14551,6.4,231.5,fishing,230.8,underway,NILUFAR,BD
419000112,2024-01-16T20:00:10,16.29362,89.02638,11.9,183.4,cargo,187.2,underway,BAY EXPRESS 12,LK
419000130,2024-01-16T20:00:29,8.60486,97.46202,5.6,264.7,fishing,264.5,underway,NILUFAR 30,MM
419000037,2024-01-16T20:01:03,16.39299,88.17836,5.3,162.3,cargo,164.7,underway,BAY EXPRESS,BD
419000049,2024-01-16T20:01:04,15.15754,82.19962,11.2,198.6,cargo,199.0,underway,CORAL TRADER,MY
419000134,2024-01-16T20:01:36,10.69528,94.2766,11.9,247.2,cargo,250.1,underway,BAY EXPRESS 34,IN
419000038,2024-01-16T20:01:37,8.95466,83.03676,0.6,136.9,fishing,135.8,underway,ANANDA,IN
419000039,2024-01-16T20:01:48,7.10783,89.02766,0.1,42.5,tanker,43.0,underway,INDIAN STAR,IN
419000042,2024-01-16T20:01:53,13.61723,85.38591,5.2,111.8,tanker,107.6,underway,OCEAN CARRIER I,IN
419000106,2024-01-16T20:02:10,4.86454,96.75712,6.2,88.0,fishing,85.8,underway,ANANDA 6,PH
419000128,2024-01-16T20:02:15,17.68157,97.4764,12.2,153.2,cargo,151.8,underway,MONSOON 28,PH
419000104,2024-01-16T20:02:24,17.57115,93.11624,9.3,205.6,tanker,207.6,underway,INDIAN STAR 4,MY
419000103,2024-01-16T20:02:37,20.08346,84.68175,10.2,62.2,tanker,63.5,underway,PETROMAR 3,LK
419000101,2024-01-16T20:02:48,15.14621,88.16351,16.2,83.3,passenger,83.0,underway,BAY LINK 1,MM
419000131,2024-01-16T20:02:55,17.71913,88.77467,10.2,170.8,tanker,168.8,underway,INDIAN STAR 31,PH
419000117,2024-01-16T20:03:10,12.68584,85.81606,16.2,20.9,passenger,12.9,underway,ANDAMAN JOY 17,PH
419000133,2024-01-16T20:04:06,21.67063,83.80251,12.2,38.8,cargo,35.8,underway,BAY EXPRESS 33,LK
419000102,2024-01-16T20:04:28,14.58412,84.50814,12.4,129.4,cargo,134.2,underway,EASTERN STAR 2,LK
419000115,2024-01-16T20:04:35,11.04385,97.28286,6.0,266.2,fishing,260.7,underway,MATSYA 15,PH
419000040,2024-01-16T20:04:37,13.30832,87.05372,5.6,71.6,cargo,69.9,underway,EASTERN STAR,SG
419000110,2024-01-16T20:04:46,6.85495,93.43669,15.5,225.4,passenger,227.8,underway,ANDAMAN JOY 10,SG
419000113,2024-01-16T20:04:48,9.76957,96.64089,11.8,46.0,cargo,46.8,underway,BAY EXPRESS 13,LK
419000123,2024-01-16T20:04:48,9.25393,92.47767,10.3,14.4,tanker,12.5,underway,OCEAN CARRIER 23,PH
419000108,2024-01-16T20:06:25,14.54367,94.54458,11.9,294.4,cargo,298.3,underway,EASTERN STAR 8,BD
419000132,2024-01-16T20:06:53,10.21936,98.44212,12.1,15.1,cargo,11.8,underway,BAY EXPRESS 32,SG
419000107,2024-01-16T20:07:23,9.155,83.43091,10.3,354.0,tanker,351.3,underway,PETROMAR 7,SG
419000135,2024-01-16T20:08:13,21.117,92.82502,6.0,111.5,fishing,114.0,underway,ANANDA 35,BD
419000105,2024-01-16T20:08:39,17.52553,95.61988,16.1,147.0,passenger,145.0,underway,BAY LINK 5,MY
419000109,2024-01-16T20:08:49,13.87459,99.42412,5.8,346.7,fishing,349.6,underway,SAGARA 9,SG
419000124,2024-01-16T20:08:54,21.32986,91.24598,5.6,253.0,fishing,254.6,underway,DEEPA 24,SG
419000111,2024-01-16T20:09:26,16.74761,84.36526,9.7,105.4,tanker,107.5,underway,DELTA TIDE 11,LK
419000129,2024-01-16T20:09:51,12.71775,85.75884,12.5,110.8,cargo,112.5,underway,CORAL TRADER 29,SG
419000114,2024-01-16T20:09:52,14.22891,84.39157,11.8,137.5,cargo,141.0,underway,CORAL TRADER 14,MM
419000126,2024-01-16T20:09:52,20.12191,95.54516,10.1,292.4,tanker,290.5,underway,OCEAN CARRIER 26,BD
419000041,2024-01-16T20:10:17,16.36141,89.99235,9.6,157.4,tanker,155.5,underway,GULF WAVE,MY
419000118,2024-01-16T20:10:27,16.8811,87.25345,16.1,91.2,passenger,93.3,underway,FERRY QUEEN 18,IN
419000122,2024-01-16T20:10:33,17.13555,97.22228,6.2,261.8,fishing,263.3,underway,ANANDA 22,LK
419000127,2024-01-16T20:10:37,6.74473,81.85975,5.9,313.7,fishing,310.3,underway,DEEPA 27,SG
419000121,2024-01-16T20:11:10,17.98876,84.42806,12.8,57.3,cargo,55.2,underway,EASTERN STAR 21,LK
419000048,2024-01-16T20:11:18,6.29046,82.55685,6.2,134.9,fishing,135.4,underway,SAGARA,IN
419000116,2024-01-16T20:11:23,19.07445,95.99724,5.9,186.3,fishing,185.5,underway,NILUFAR 16,MM
419000125,2024-01-16T20:11:29,12.66096,82.29291,10.4,146.1,tanker,146.0,underway,DELTA TIDE 25,LK
419000043,2024-01-16T20:11:37,15.29595,97.1863,12.2,170.0,cargo,171.6,underway,SEAWIND,PH
419000120,2024-01-16T20:12:13,11.22223,96.46887,11.8,223.1,cargo,224.4,underway,MONSOON 20,PH
4190000412,2024-01-16T20:12:27,16.3891,90.35919,16.4,88.0,passenger,88.3,underway,FERRY QUEEN,IN
419000036,2024-01-16T20:12:56,10.17638,84.68072,3.7,117.6,tanker,118.4,underway,DELTA TIDE,IN
419000119,2024-01-16T20:13:11,19.84891,89.95221,5.5,220.6,fishing,223.7,underway,NILUFAR 19,PH
4190000411,2024-01-16T20:14:49,9.61937,97.12473,6.3,229.4,fishing,232.7,underway,NILUFAR,BD
419000112,2024-01-16T20:15:24,16.21276,89.22342,11.5,185.2,cargo,185.5,underway,BAY EXPRESS 12,LK
419000130,2024-01-16T20:15:36,8.59653,97.36094,5.4,266.6,fishing,270.8,underway,NILUFAR 30,MM
419000037,2024-01-16T20:16:11,16.37854,88.10908,4.8,160.5,cargo,154.1,underway,BAY EXPRESS,BD
419000049,2024-01-16T20:16:14,14.99456,82.12709,13.0,202.9,cargo,202.6,underway,CORAL TRADER,MY
419000134,2024-01-16T20:16:42,10.76404,94.34285,12.0,247.4,cargo,247.9,underway,BAY EXPRESS 34,IN
419000038,2024-01-16T20:16:46,8.90302,83.00406,1.4,137.7,fishing,141.8,underway,ANANDA,IN
419000039,2024-01-16T20:16:57,7.16387,89.00926,0.1,43.7,tanker,45.2,underway,INDIAN STAR,IN
419000106,2024-01-16T20:17:22,4.8211,96.78084,5.6,89.4,fishing,90.0,underway,ANANDA 6,PH
419000042,2024-01-16T20:17:24,13.64861,85.47933,4.4,108.6,tanker,106.4,underway,OCEAN CARRIER I,IN
419000128,2024-01-16T20:17:26,17.66236,97.513,12.6,152.4,cargo,148.6,underway,MONSOON 28,PH
419000104,2024-01-16T20:17:28,17.56714,92.97364,10.2,206.6,tanker,207.7,underway,INDIAN STAR 4,MY
419000103,2024-01-16T20:17:42,20.27946,84.6638,9.9,64.0,tanker,58.9,underway,PETROMAR 3,LK
419000101,2024-01-16T20:17:56,15.09627,88.37504,16.1,80.5,passenger,83.0,underway,BAY LINK 1,MM
419000131,2024-01-16T20:18:01,17.78051,88.80531,9.9,172.0,tanker,173.9,underway,INDIAN STAR 31,PH
419000117,2024-01-16T20:18:20,12.74071,85.82128,15.7,24.9,passenger,25.6,underway,ANDAMAN JOY 17,PH
419000133,2024-01-16T20:19:31,21.72017,83.86873,12.5,42.2,cargo,45.9,underway,BAY EXPRESS 33,LK
419000102,2024-01-16T20:19:36,14.68661,84.41023,12.9,121.2,cargo,126.4,underway,EASTERN STAR 2,LK
419000115,2024-01-16T20:19:37,11.00621,97.21811,5.5,265.2,fishing,268.6,underway,MATSYA 15,PH
419000040,2024-01-16T20:19:53,13.19335,86.98997,5.3,74.0,cargo,72.5,underway,EASTERN STAR,SG
419000123,2024-01-16T20:19:55,9.13029,92.62789,9.7,15.8,tanker,12.7,underway,OCEAN CARRIER 23,PH
419000110,2024-01-16T20:19:58,6.72255,93.43408,16.4,224.1,passenger,223.8,underway,ANDAMAN JOY 10,SG
419000113,2024-01-16T20:20:02,9.89151,96.71302,12.7,42.6,cargo,42.1,underway,BAY EXPRESS 13,LK
419000108,2024-01-16T20:21:29,14.54633,94.62123,12.6,291.5,cargo,291.9,underway,EASTERN STAR 8,BD
419000132,2024-01-16T20:22:06,10.22479,98.56428,11.4,16.3,cargo,18.6,underway,BAY EXPRESS 32,SG
419000107,2024-01-16T20:22:31,9.31607,83.41638,9.7,354.4,tanker,353.1,underway,PETROMAR 7,SG
419000135,2024-01-16T20:23:18,21.06607,92.7625,5.5,113.8,fishing,116.2,underway,ANANDA 35,BD
419000109,2024-01-16T20:23:51,13.96463,99.39231,5.4,346.1,fishing,348.3,underway,SAGARA 9,SG
419000105,2024-01-16T20:23:52,17.53911,95.68487,16.4,142.4,passenger,143.2,underway,BAY LINK 5,MY
419000124,2024-01-16T20:24:00,21.23951,91.18682,6.2,254.1,fishing,252.5,underway,DEEPA 24,SG
419000111,2024-01-16T20:24:30,16.84079,84.34006,10.2,106.2,tanker,106.0,underway,DELTA TIDE 11,LK
419000129,2024-01-16T20:24:56,12.72013,85.82547,12.0,111.8,cargo,111.3,underway,CORAL TRADER 29,SG
419000126,2024-01-16T20:24:59,20.13759,95.56814,10.6,294.2,tanker,294.1,underway,OCEAN CARRIER 26,BD
419000114,2024-01-16T20:25:01,14.09987,84.36994,11.6,133.4,cargo,130.0,underway,CORAL TRADER 14,MM
419000041,2024-01-16T20:25:36,16.28977,89.89684,9.9,161.2,tanker,159.3,underway,GULF WAVE,MY
419000122,2024-01-16T20:25:36,17.02996,97.2401,5.6,258.7,fishing,254.2,underway,ANANDA 22,LK
419000118,2024-01-16T20:25:37,16.98536,87.23283,15.9,85.4,passenger,81.2,underway,FERRY QUEEN 18,IN
419000127,2024-01-16T20:25:42,6.71647,81.6283,6.3,313.7,fishing,306.7,underway,DEEPA 27,SG
419000121,2024-01-16T20:26:16,17.81956,84.33026,13.3,54.7,cargo,50.4,underway,EASTERN STAR 21,LK
419000048,2024-01-16T20:26:30,6.18799,82.45902,5.2,131.4,fishing,127.2,underway,SAGARA,IN
419000116,2024-01-16T20:26:33,19.14283,96.00997,5.8,181.9,fishing,178.8,underway,NILUFAR 16,MM
419000125,2024-01-16T20:26:41,12.50377,82.25161,9.1,144.7,tanker,140.5,underway,DELTA TIDE 25,LK
419000043,2024-01-16T20:27:05,15.09465,97.3894,11.6,173.0,cargo,170.7,underway,SEAWIND,PH
419000120,2024-01-16T20:27:23,11.1276,96.51196,11.9,224.1,cargo,223.6,underway,MONSOON 20,PH
4190000412,2024-01-16T20:27:34,16.44347,90.43207,16.4,87.2,passenger,89.2,underway,FERRY QUEEN,IN
419000036,2024-01-16T20:28:07,10.18449,84.73511,4.2,117.3,tanker,120.6,underway,DELTA TIDE,IN
419000119,2024-01-16T20:28:17,19.86275,89.83915,5.9,222.0,fishing,219.5,underway,NILUFAR 19,PH
4190000411,2024-01-16T20:29:55,9.55657,97.07167,5.7,230.9,fishing,232.3,underway,NILUFAR,BD
419000112,2024-01-16T20:30:39,16.01821,89.15904,11.5,183.7,cargo,187.9,underway,BAY EXPRESS 12,LK
419000130,2024-01-16T20:30:43,8.69797,97.47288,5.7,265.5,fishing,265.9,underway,NILUFAR 30,MM
419000037,2024-01-16T20:31:19,16.3735,88.31553,4.6,164.0,cargo,159.7,underway,BAY EXPRESS,BD
419000049,2024-01-16T20:31:23,14.92978,82.15773,12.3,201.9,cargo,202.4,underway,CORAL TRADER,MY
419000134,2024-01-16T20:31:48,10.67655,94.30714,11.9,248.2,cargo,248.5,underway,BAY EXPRESS 34,IN
419000038,2024-01-16T20:31:56,8.89084,83.06954,0.4,136.0,fishing,130.7,underway,ANANDA,IN
419000039,2024-01-16T20:32:06,7.05722,89.13019,0.8,45.3,tanker,48.1,underway,INDIAN STAR,IN
419000104,2024-01-16T20:32:33,17.48067,93.03503,10.4,201.7,tanker,198.8,underway,INDIAN STAR 4,MY
419000106,2024-01-16T20:32:34,4.81828,96.76968,5.9,87.6,fishing,90.2,underway,ANANDA 6,PH
419000128,2024-01-16T20:32:37,17.55216,97.5941,11.3,153.9,cargo,156.8,underway,MONSOON 28,PH
419000103,2024-01-16T20:32:47,20.1671,84.78068,9.6,61.9,tanker,66.0,underway,PETROMAR 3,LK
419000042,2024-01-16T20:32:55,13.59937,85.46648,4.3,112.5,tanker,109.6,underway,OCEAN CARRIER I,IN
419000101,2024-01-16T20:33:05,15.16549,88.49507,15.4,79.3,passenger,82.3,underway,BAY LINK 1,MM
419000131,2024-01-16T20:33:07,17.80631,88.72668,10.7,173.0,tanker,175.4,underway,INDIAN STAR 31,PH
419000117,2024-01-16T20:33:31,12.79856,85.84633,16.3,24.4,passenger,29.8,underway,ANDAMAN JOY 17,PH
419000115,2024-01-16T20:34:39,10.92735,97.16141,6.0,262.1,fishing,261.6,underway,MATSYA 15,PH
419000102,2024-01-16T20:34:44,14.63754,84.52998,10.7,125.4,cargo,124.9,underway,EASTERN STAR 2,LK
419000133,2024-01-16T20:34:56,21.81092,83.91855,11.9,39.1,cargo,40.4,underway,BAY EXPRESS 33,LK
419000123,2024-01-16T20:35:02,9.37514,92.74867,10.1,14.0,tanker,15.4,underway,OCEAN CARRIER 23,PH
419000040,2024-01-16T20:35:10,13.19957,87.0851,4.7,71.8,cargo,76.5,underway,EASTERN STAR,SG
419000110,2024-01-16T20:35:10,6.70225,93.22316,15.9,231.1,passenger,230.0,underway,ANDAMAN JOY 10,SG
419000113,2024-01-16T20:35:16,9.87391,96.76369,12.4,44.9,cargo,44.5,underway,BAY EXPRESS 13,LK
419000108,2024-01-16T20:36:34,14.52494,94.61362,12.2,291.3,cargo,289.2,underway,EASTERN STAR 8,BD
419000132,2024-01-16T20:37:18,10.34854,98.5097,12.1,16.3,cargo,14.0,underway,BAY EXPRESS 32,SG
419000107,2024-01-16T20:37:38,9.31432,83.37264,9.5,357.1,tanker,361.1,underway,PETROMAR 7,SG
419000135,2024-01-16T20:38:23,21.04955,92.9567,6.1,113.0,fishing,115.8,underway,ANANDA 35,BD
419000109,2024-01-16T20:38:53,13.92531,99.30926,6.7,343.6,fishing,346.4,underway,SAGARA 9,SG
419000105,2024-01-16T20:39:04,17.47189,95.68072,16.5,147.8,passenger,148.4,underway,BAY LINK 5,MY
419000124,2024-01-16T20:39:05,21.3125,91.13279,6.2,254.1,fishing,252.4,underway,DEEPA 24,SG
419000111,2024-01-16T20:39:34,16.88398,84.36237,10.1,103.7,tanker,100.8,underway,DELTA TIDE 11,LK
419000129,2024-01-16T20:40:01,12.73165,85.759,12.6,109.6,cargo,108.7,underway,CORAL TRADER 29,SG
419000126,2024-01-16T20:40:06,20.16683,95.40224,10.0,296.5,tanker,296.4,underway,OCEAN CARRIER 26,BD
419000114,2024-01-16T20:40:09,14.00171,84.53167,12.0,135.9,cargo,137.1,underway,CORAL TRADER 14,MM
419000122,2024-01-16T20:40:39,17.02041,97.1887,5.7,261.3,fishing,258.0,underway,ANANDA 22,LK
419000118,2024-01-16T20:40:46,16.89758,87.34512,16.2,90.4,passenger,92.8,underway,FERRY QUEEN 18,IN
419000127,2024-01-16T20:40:48,6.69187,81.6876,6.0,314.3,fishing,316.3,underway,DEEPA 27,SG
419000041,2024-01-16T20:40:56,16.19361,89.94052,10.2,159.0,tanker,163.8,underway,GULF WAVE,MY
419000121,2024-01-16T20:41:22,17.94636,84.46746,13.1,58.2,cargo,60.6,underway,EASTERN STAR 21,LK
419000048,2024-01-16T20:41:42,6.30296,82.55053,5.8,136.7,fishing,132.6,underway,SAGARA,IN
419000116,2024-01-16T20:41:42,18.99765,95.91079,5.7,186.9,fishing,185.9,underway,NILUFAR 16,MM
419000125,2024-01-16T20:41:54,12.53626,82.2799,9.7,145.5,tanker,150.8,underway,DELTA TIDE 25,LK
419000043,2024-01-16T20:42:33,15.32892,97.23002,12.3,169.8,cargo,170.2,underway,SEAWIND,PH
419000120,2024-01-16T20:42:33,11.04535,96.41307,12.0,219.3,cargo,217.3,underway,MONSOON 20,PH
4190000412,2024-01-16T20:42:41,16.38514,90.46951,16.5,89.5,passenger,89.9,underway,FERRY QUEEN,IN
419000036,2024-01-16T20:43:18,10.19496,84.64145,4.4,121.2,tanker,119.5,underway,DELTA TIDE,IN
419000119,2024-01-16T20:43:23,19.92692,89.89292,6.1,221.7,fishing,218.3,underway,NILUFAR 19,PH
4190000411,2024-01-16T20:45:01,9.69752,97.09184,6.2,233.2,fishing,235.0,underway,NILUFAR,BD
419000130,2024-01-16T20:45:50,8.56562,97.27081,5.7,268.5,fishing,266.3,underway,NILUFAR 30,MM
419000112,2024-01-16T20:45:53,16.01059,89.19965,11.9,186.5,cargo,187.0,underway,BAY EXPRESS 12,LK
419000037,2024-01-16T20:46:27,16.27729,88.22014,5.2,164.9,cargo,163.8,underway,BAY EXPRESS,BD
419000049,2024-01-16T20:46:33,14.85663,82.09477,11.2,199.5,cargo,200.8,underway,CORAL TRADER,MY
419000134,2024-01-16T20:46:53,10.634,94.22133,12.0,243.5,cargo,243.1,underway,BAY EXPRESS 34,IN
419000038,2024-01-16T20:47:06,9.11971,82.9731,0.7,136.8,fishing,140.5,underway,ANANDA,IN
419000039,2024-01-16T20:47:15,7.10323,89.11417,0.5,45.3,tanker,46.7,underway,INDIAN STAR,IN
419000104,2024-01-16T20:47:37,17.40716,93.02274,9.5,206.6,tanker,208.1,underway,INDIAN STAR 4,MY
419000106,2024-01-16T20:47:46,4.88848,96.86609,6.4,90.5,fishing,90.7,underway,ANANDA 6,PH
419000128,2024-01-16T20:47:48,17.47904,97.56786,11.9,152.1,cargo,153.3,underway,MONSOON 28,PH
419000103,2024-01-16T20:47:53,20.27991,84.78938,10.1,59.6,tanker,61.1,underway,PETROMAR 3,LK
419000101,2024-01-16T20:48:13,15.21389,88.51112,16.9,81.7,passenger,83.1,underway,BAY LINK 1,MM
419000131,2024-01-16T20:48:14,17.63793,88.79113,10.2,169.3,tanker,171.9,underway,INDIAN STAR 31,PH
419000042,2024-01-16T20:48:26,13.51472,85.43936,5.0,109.9,tanker,116.9,underway,OCEAN CARRIER I,IN
419000117,2024-01-16T20:48:41,12.93238,86.00803,16.4,22.8,passenger,22.5,underway,ANDAMAN JOY 17,PH
419000115,2024-01-16T20:49:41,11.15738,97.23925,6.0,262.3,fishing,265.5,underway,MATSYA 15,PH
419000102,2024-01-16T20:49:51,14.67287,84.53923,12.1,125.0,cargo,130.4,underway,EASTERN STAR 2,LK
419000123,2024-01-16T20:50:09,9.35444,92.70299,9.9,15.3,tanker,15.5,underway,OCEAN CARRIER 23,PH
419000110,2024-01-16T20:50:22,6.7729,93.18761,15.6,228.9,passenger,230.0,underway,ANDAMAN JOY 10,SG
419000133,2024-01-16T20:50:22,21.82582,83.92458,12.0,43.7,cargo,45.0,underway,BAY EXPRESS 33,LK
419000040,2024-01-16T20:50:26,13.18021,87.05232,6.0,68.4,cargo,64.8,underway,EASTERN STAR,SG
419000113,2024-01-16T20:50:30,9.91216,96.80329,13.5,44.8,cargo,46.1,underway,BAY EXPRESS 13,LK
419000108,2024-01-16T20:51:39,14.6141,94.54013,12.1,292.2,cargo,296.3,underway,EASTERN STAR 8,BD
419000132,2024-01-16T20:52:31,10.37733,98.47091,13.0,17.7,cargo,19.8,underway,BAY EXPRESS 32,SG
419000107,2024-01-16T20:52:46,9.35076,83.37931,10.3,355.9,tanker,355.5,underway,PETROMAR 7,SG
419000135,2024-01-16T20:53:28,21.06867,92.91474,6.3,113.6,fishing,113.6,underway,ANANDA 35,BD
419000109,2024-01-16T20:53:55,13.90786,99.37915,6.7,343.8,fishing,339.8,underway,SAGARA 9,SG
419000124,2024-01-16T20:54:10,21.33308,91.09548,6.4,254.1,fishing,256.1,underway,DEEPA 24,SG
419000105,2024-01-16T20:54:17,17.41735,95.74738,17.1,143.2,passenger,146.1,underway,BAY LINK 5,MY
419000111,2024-01-16T20:54:37,16.79488,84.47057,10.0,105.3,tanker,111.4,underway,DELTA TIDE 11,LK
419000129,2024-01-16T20:55:06,12.79539,85.87797,11.4,109.7,cargo,110.1,underway,CORAL TRADER 29,SG
419000126,2024-01-16T20:55:13,20.10964,95.36617,10.4,295.7,tanker,288.5,underway,OCEAN CARRIER 26,BD
419000114,2024-01-16T20:55:18,14.07987,84.43187,12.1,134.8,cargo,136.0,underway,CORAL TRADER 14,MM
419000122,2024-01-16T20:55:42,17.17824,97.11528,5.8,263.1,fishing,261.2,underway,ANANDA 22,LK
419000127,2024-01-16T20:55:53,6.70054,81.55044,6.1,311.7,fishing,313.3,underway,DEEPA 27,SG
419000118,2024-01-16T20:55:56,16.9031,87.35844,15.5,84.9,passenger,87.9,underway,FERRY QUEEN 18,IN
419000041,2024-01-16T20:56:15,16.22919,89.96567,9.9,162.7,tanker,159.4,underway,GULF WAVE,MY
419000121,2024-01-16T20:56:29,18.03189,84.57772,12.7,58.4,cargo,53.5,underway,EASTERN STAR 21,LK
419000116,2024-01-16T20:56:52,18.97817,95.92807,5.9,187.1,fishing,181.7,underway,NILUFAR 16,MM
419000048,2024-01-16T20:56:55,6.17128,82.6308,5.9,134.0,fishing,135.0,underway,SAGARA,IN
419000125,2024-01-16T20:57:06,12.50427,82.20883,10.9,147.9,tanker,146.5,underway,DELTA TIDE 25,LK
419000120,2024-01-16T20:57:44,11.05067,96.38597,12.7,225.3,cargo,222.7,underway,MONSOON 20,PH
4190000412,2024-01-16T20:57:48,16.44042,90.61693,15.3,91.5,passenger,89.1,underway,FERRY QUEEN,IN
419000043,2024-01-16T20:58:00,15.1741,97.28525,12.2,171.5,cargo,173.3,underway,SEAWIND,PH
419000036,2024-01-16T20:58:29,10.20277,84.67992,4.0,113.0,tanker,111.1,underway,DELTA TIDE,IN
419000119,2024-01-16T20:58:29,19.80266,89.79109,6.1,222.7,fishing,220.0,underway,NILUFAR 19,PH
4190000411,2024-01-16T21:00:06,9.52482,97.09955,6.0,232.0,fishing,235.2,underway,NILUFAR,BD
419000130,2024-01-16T21:00:58,8.65715,97.41115,6.1,264.5,fishing,259.5,underway,NILUFAR 30,MM
419000112,2024-01-16T21:01:07,16.02467,89.11486,12.1,183.3,cargo,180.8,underway,BAY EXPRESS 12,LK
419000037,2024-01-16T21:01:35,16.3163,88.22261,5.1,159.7,cargo,158.5,underway,BAY EXPRESS,BD
419000049,2024-01-16T21:01:43,14.91031,82.16222,12.1,200.4,cargo,201.0,underway,CORAL TRADER,MY
419000134,2024-01-16T21:01:59,10.60332,94.2197,12.1,249.3,cargo,250.4,underway,BAY EXPRESS 34,IN
419000038,2024-01-16T21:02:15,9.04313,83.03993,0.1,137.5,fishing,140.6,underway,ANANDA,IN
419000039,2024-01-16T21:02:24,7.20234,89.03985,0.9,44.0,tanker,47.5,underway,INDIAN STAR,IN
419000104,2024-01-16T21:02:42,17.48889,93.11556,9.4,204.3,tanker,200.5,underway,INDIAN STAR 4,MY
419000103,2024-01-16T21:02:58,20.26532,84.84089,10.2,61.0,tanker,63.4,underway,PETROMAR 3,LK
419000106,2024-01-16T21:02:58,4.9488,96.85624,6.4,85.5,fishing,90.3,underway,ANANDA 6,PH
419000128,2024-01-16T21:02:59,17.49829,97.57455,12.7,158.8,cargo,159.7,underway,MONSOON 28,PH
419000131,2024-01-16T21:03:20,17.61034,88.77766,10.5,174.3,tanker,177.5,underway,INDIAN STAR 31,PH
419000101,2024-01-16T21:03:21,15.15424,88.50242,16.5,79.6,passenger,76.9,underway,BAY LINK 1,MM
419000117,2024-01-16T21:03:51,13.05708,85.97786,16.0,19.3,passenger,18.1,underway,ANDAMAN JOY 17,PH
419000042,2024-01-16T21:03:56,13.64112,85.43246,4.2,111.5,tanker,108.0,underway,OCEAN CARRIER I,IN
419000115,2024-01-16T21:04:44,10.95974,97.22191,6.1,265.0,fishing,258.2,underway,MATSYA 15,PH
419000102,2024-01-16T21:04:59,14.64609,84.5861,12.1,125.7,cargo,126.9,underway,EASTERN STAR 2,LK
419000123,2024-01-16T21:05:16,9.31058,92.63048,10.6,14.6,tanker,11.9,underway,OCEAN CARRIER 23,PH
419000110,2024-01-16T21:05:34,6.58731,93.30268,16.3,227.2,passenger,231.6,underway,ANDAMAN JOY 10,SG
419000040,2024-01-16T21:05:43,13.33909,87.07959,5.2,76.9,cargo,74.7,underway,EASTERN STAR,SG
419000113,2024-01-16T21:05:44,9.99646,96.80779,13.0,44.3,cargo,44.4,underway,BAY EXPRESS 13,LK
419000133,2024-01-16T21:05:47,21.81575,83.92103,11.8,41.8,cargo,40.6,underway,BAY EXPRESS 33,LK
419000108,2024-01-16T21:06:44,14.63985,94.51689,12.4,292.1,cargo,296.7,underway,EASTERN STAR 8,BD
419000132,2024-01-16T21:07:44,10.48735,98.4438,11.2,16.8,cargo,10.3,underway,BAY EXPRESS 32,SG
419000107,2024-01-16T21:07:54,9.48369,83.33577,10.6,354.7,tanker,350.8,underway,PETROMAR 7,SG
419000135,2024-01-16T21:08:33,21.12399,92.98044,6.3,114.4,fishing,121.6,underway,ANANDA 35,BD
419000109,2024-01-16T21:08:58,14.0192,99.42908,6.0,345.1,fishing,338.1,underway,SAGARA 9,SG
419000124,2024-01-16T21:09:15,21.3341,91.09997,6.3,255.4,fishing,252.7,underway,DEEPA 24,SG
419000105,2024-01-16T21:09:29,17.31351,95.77527,16.7,145.4,passenger,145.9,underway,BAY LINK 5,MY
419000111,2024-01-16T21:09:41,16.65822,84.5205,9.4,106.5,tanker,106.9,underway,DELTA TIDE 11,LK
419000129,2024-01-16T21:10:11,12.69856,85.81991,12.1,111.6,cargo,109.3,underway,CORAL TRADER 29,SG
